participant_id,candidate_id,program_id,completion_status,score,feedback_rating
PTC01480,CND0580,PRG0247,Completed,77.0,4.1
PTC01481,CND0581,PRG0004,Dropped,,4.4
PTC01482,CND0582,PRG0247,In Progress,,4.3
PTC01483,CND0582,PRG0246,Dropped,,3.7
PTC01484,CND0583,PRG0076,In Progress,,4.2
PTC01485,CND0583,PRG0228,Completed,82.8,3.6
PTC01486,CND0583,PRG0050,Completed,84.5,3.6
PTC01487,CND0583,PRG0021,In Progress,,5.0
PTC01488,CND0583,PRG0070,Completed,78.7,4.6
PTC01489,CND0584,PRG0186,In Progress,,4.2
PTC01490,CND0584,PRG0226,In Progress,,3.4
PTC01491,CND0584,PRG0094,In Progress,,3.9
PTC01492,CND0584,PRG0230,Completed,79.4,4.2
PTC01493,CND0585,PRG0255,In Progress,,4.2
PTC01494,CND0585,PRG0254,Completed,73.7,4.6
PTC01495,CND0586,PRG0114,Completed,88.7,4.5
PTC01496,CND0586,PRG0115,Completed,86.3,4.2
PTC01497,CND0586,PRG0116,In Progress,,5.0
PTC01498,CND0587,PRG0101,Completed,75.1,3.8
PTC01499,CND0587,PRG0165,In Progress,,3.9
PTC01500,CND0587,PRG0150,Completed,87.4,4.8
PTC01501,CND0587,PRG0043,Completed,77.9,4.7
PTC01502,CND0588,PRG0158,In Progress,,4.3
PTC01503,CND0589,PRG0067,In Progress,,4.6
PTC01504,CND0590,PRG0225,In Progress,,4.4
PTC01505,CND0590,PRG0226,Completed,73.3,4.2
PTC01506,CND0590,PRG0227,Completed,83.4,5.0
PTC01507,CND0591,PRG0151,Completed,100.0,4.6
PTC01508,CND0591,PRG0150,Dropped,,3.7
PTC01509,CND0592,PRG0208,Completed,96.0,3.6
PTC01510,CND0593,PRG0102,Completed,76.5,5.0
PTC01511,CND0594,PRG0140,Completed,72.0,4.3
PTC01512,CND0594,PRG0235,Completed,77.5,4.1
PTC01513,CND0594,PRG0042,In Progress,,4.4
PTC01514,CND0594,PRG0171,Completed,92.4,3.0
PTC01515,CND0595,PRG0095,In Progress,,3.7
PTC01516,CND0595,PRG0096,Completed,57.5,4.1
PTC01517,CND0595,PRG0097,Completed,96.4,3.7
PTC01518,CND0595,PRG0098,Dropped,,3.3
PTC01519,CND0596,PRG0075,Completed,84.6,4.1
PTC01520,CND0596,PRG0074,Completed,92.0,5.0
PTC01521,CND0596,PRG0073,In Progress,,3.2
PTC01522,CND0597,PRG0137,Dropped,,4.9
PTC01523,CND0597,PRG0138,Completed,83.1,3.6
PTC01524,CND0598,PRG0131,Completed,73.6,4.6
PTC01525,CND0598,PRG0132,Completed,82.3,2.8
PTC01526,CND0598,PRG0130,In Progress,,3.9
PTC01527,CND0598,PRG0129,In Progress,,4.4
PTC01528,CND0599,PRG0044,In Progress,,4.6
PTC01529,CND0599,PRG0164,In Progress,,4.8
PTC01530,CND0599,PRG0059,Completed,100.0,4.5
PTC01531,CND0599,PRG0012,Completed,71.4,4.0
PTC01532,CND0600,PRG0192,In Progress,,4.1
PTC01533,CND0600,PRG0034,Completed,73.6,4.7
PTC01534,CND0600,PRG0079,Completed,88.5,4.8
PTC01535,CND0600,PRG0122,In Progress,,4.2
PTC01536,CND0600,PRG0045,In Progress,,3.8
PTC01537,CND0601,PRG0037,In Progress,,3.3
PTC01538,CND0601,PRG0080,Completed,78.0,4.7
PTC01539,CND0601,PRG0236,Completed,76.5,3.8
PTC01540,CND0601,PRG0170,Dropped,,3.3
PTC01541,CND0602,PRG0201,In Progress,,3.9
PTC01542,CND0603,PRG0235,Dropped,,4.5
PTC01543,CND0603,PRG0237,Completed,84.9,3.7
PTC01544,CND0603,PRG0236,Completed,93.7,3.8
PTC01545,CND0604,PRG0099,Completed,86.6,3.8
PTC01546,CND0605,PRG0103,Completed,89.3,4.4
PTC01547,CND0606,PRG0143,In Progress,,4.8
PTC01548,CND0606,PRG0145,Dropped,,3.5
PTC01549,CND0607,PRG0060,Completed,89.0,3.3
PTC01550,CND0607,PRG0059,Dropped,,3.4
PTC01551,CND0607,PRG0061,In Progress,,3.7
PTC01552,CND0608,PRG0032,Completed,82.8,3.5
PTC01553,CND0608,PRG0227,Completed,95.6,3.8
PTC01554,CND0608,PRG0095,Completed,91.1,5.0
PTC01555,CND0608,PRG0004,Completed,86.6,3.3
PTC01556,CND0608,PRG0041,In Progress,,3.6
PTC01557,CND0609,PRG0064,In Progress,,4.7
PTC01558,CND0609,PRG0039,In Progress,,3.6
PTC01559,CND0609,PRG0097,Completed,84.8,4.4
PTC01560,CND0609,PRG0096,Completed,73.8,4.1
PTC01561,CND0610,PRG0242,Completed,91.7,3.8
PTC01562,CND0612,PRG0147,Completed,75.4,4.0
PTC01563,CND0612,PRG0112,Completed,66.9,4.1
PTC01564,CND0612,PRG0219,Completed,80.1,4.5
PTC01565,CND0613,PRG0054,Dropped,,4.9
PTC01566,CND0614,PRG0129,Completed,84.1,4.5
PTC01567,CND0614,PRG0145,Completed,64.5,3.9
PTC01568,CND0614,PRG0083,Completed,79.5,4.4
PTC01569,CND0615,PRG0101,Completed,93.9,4.0
PTC01570,CND0615,PRG0102,In Progress,,4.0
PTC01571,CND0616,PRG0229,Completed,78.5,4.7
PTC01572,CND0616,PRG0007,In Progress,,3.6
PTC01573,CND0616,PRG0046,Completed,86.3,3.2
PTC01574,CND0616,PRG0164,Dropped,,3.9
PTC01575,CND0617,PRG0138,Dropped,,4.0
PTC01576,CND0617,PRG0136,Completed,60.0,3.0
PTC01577,CND0617,PRG0137,Completed,82.3,4.6
PTC01578,CND0618,PRG0246,Completed,85.8,4.0
PTC01579,CND0618,PRG0190,In Progress,,3.0
PTC01580,CND0618,PRG0256,Completed,75.7,4.0
PTC01581,CND0618,PRG0154,Completed,75.1,4.2
PTC01582,CND0618,PRG0251,Completed,79.6,4.0
PTC01583,CND0619,PRG0185,In Progress,,3.1
PTC01584,CND0619,PRG0186,Completed,73.9,4.8
PTC01585,CND0619,PRG0184,In Progress,,3.8
PTC01586,CND0622,PRG0255,In Progress,,4.5
PTC01587,CND0622,PRG0256,Completed,89.4,5.0
PTC01588,CND0623,PRG0171,In Progress,,2.9
PTC01589,CND0623,PRG0170,In Progress,,4.6
PTC01590,CND0623,PRG0173,In Progress,,3.6
PTC01591,CND0623,PRG0172,Completed,88.9,4.1
PTC01592,CND0625,PRG0063,Completed,95.5,3.3
PTC01593,CND0625,PRG0065,In Progress,,3.4
PTC01594,CND0625,PRG0064,Dropped,,2.9
PTC01595,CND0626,PRG0207,Completed,83.0,4.3
PTC01596,CND0628,PRG0196,Completed,84.4,4.6
PTC01597,CND0628,PRG0195,Completed,63.1,4.4
PTC01598,CND0629,PRG0133,Completed,82.0,4.6
PTC01599,CND0629,PRG0134,Completed,84.1,3.8
PTC01600,CND0630,PRG0232,In Progress,,4.6
PTC01601,CND0630,PRG0229,In Progress,,3.8
PTC01602,CND0630,PRG0230,Completed,90.8,3.7
PTC01603,CND0631,PRG0143,Completed,76.3,3.5
PTC01604,CND0631,PRG0145,Completed,82.3,3.5
PTC01605,CND0632,PRG0181,Completed,67.4,3.9
PTC01606,CND0632,PRG0178,Completed,68.9,4.7
PTC01607,CND0632,PRG0179,In Progress,,4.5
PTC01608,CND0632,PRG0180,Dropped,,4.4
PTC01609,CND0633,PRG0027,Completed,75.0,3.6
PTC01610,CND0633,PRG0026,In Progress,,4.0
PTC01611,CND0633,PRG0025,In Progress,,3.5
PTC01612,CND0634,PRG0214,Completed,85.2,3.4
PTC01613,CND0634,PRG0252,Completed,77.6,4.3
PTC01614,CND0634,PRG0007,Completed,99.0,3.5
PTC01615,CND0634,PRG0158,Completed,91.8,5.0
PTC01616,CND0635,PRG0214,Completed,71.6,4.1
PTC01617,CND0636,PRG0067,Completed,84.9,4.3
PTC01618,CND0636,PRG0145,In Progress,,4.0
PTC01619,CND0636,PRG0175,Completed,83.2,5.0
PTC01620,CND0636,PRG0192,Completed,85.8,4.0
PTC01621,CND0636,PRG0066,Completed,77.0,4.1
PTC01622,CND0637,PRG0171,In Progress,,5.0
PTC01623,CND0638,PRG0120,Completed,87.3,4.1
PTC01624,CND0638,PRG0161,Completed,68.3,4.8
PTC01625,CND0638,PRG0244,Completed,96.1,3.5
PTC01626,CND0638,PRG0144,Completed,67.9,4.1
PTC01627,CND0638,PRG0175,Completed,75.7,4.3
PTC01628,CND0639,PRG0118,In Progress,,4.6
PTC01629,CND0639,PRG0122,Completed,82.6,4.4
PTC01630,CND0639,PRG0128,In Progress,,4.4
PTC01631,CND0639,PRG0251,Completed,75.7,3.1
PTC01632,CND0639,PRG0241,Completed,69.8,4.1
PTC01633,CND0641,PRG0067,Completed,83.4,4.6
PTC01634,CND0641,PRG0066,In Progress,,4.6
PTC01635,CND0641,PRG0068,In Progress,,4.4
PTC01636,CND0642,PRG0186,Completed,86.4,3.9
PTC01637,CND0642,PRG0185,Completed,75.1,4.9
PTC01638,CND0643,PRG0010,Dropped,,3.8
PTC01639,CND0643,PRG0012,Completed,75.4,4.7
PTC01640,CND0644,PRG0136,Completed,75.9,4.0
PTC01641,CND0644,PRG0137,Completed,87.4,4.1
PTC01642,CND0645,PRG0105,In Progress,,3.8
PTC01643,CND0645,PRG0107,In Progress,,4.2
PTC01644,CND0645,PRG0106,Completed,83.2,4.5
PTC01645,CND0645,PRG0104,Completed,72.8,4.6
PTC01646,CND0645,PRG0103,In Progress,,3.2
PTC01647,CND0646,PRG0167,Completed,100.0,4.5
PTC01648,CND0646,PRG0168,Completed,77.1,5.0
PTC01649,CND0646,PRG0166,In Progress,,3.6
PTC01650,CND0646,PRG0169,Completed,86.1,4.1
PTC01651,CND0647,PRG0183,Completed,88.4,4.2
PTC01652,CND0648,PRG0193,Completed,67.5,3.8
PTC01653,CND0648,PRG0217,Completed,89.5,4.2
PTC01654,CND0648,PRG0006,Completed,88.9,4.9
PTC01655,CND0648,PRG0153,Completed,88.9,4.4
PTC01656,CND0648,PRG0134,Completed,72.0,4.2
PTC01657,CND0649,PRG0134,Completed,76.7,3.6
PTC01658,CND0650,PRG0139,Completed,62.4,3.4
PTC01659,CND0651,PRG0196,Completed,82.2,4.0
PTC01660,CND0651,PRG0081,Completed,97.1,5.0
PTC01661,CND0651,PRG0228,Completed,79.7,3.3
PTC01662,CND0651,PRG0161,Dropped,,4.8
PTC01663,CND0652,PRG0149,Completed,84.2,4.5
PTC01664,CND0654,PRG0154,In Progress,,4.4
PTC01665,CND0654,PRG0151,Completed,79.2,4.3
PTC01666,CND0654,PRG0153,In Progress,,4.5
PTC01667,CND0655,PRG0079,Completed,79.9,4.8
PTC01668,CND0656,PRG0162,Completed,83.8,4.0
PTC01669,CND0656,PRG0193,Completed,90.6,4.3
PTC01670,CND0656,PRG0014,Completed,82.9,3.6
PTC01671,CND0656,PRG0223,In Progress,,4.1
PTC01672,CND0657,PRG0013,Completed,91.7,3.6
PTC01673,CND0658,PRG0166,Completed,70.2,5.0
PTC01674,CND0658,PRG0021,In Progress,,4.1
PTC01675,CND0658,PRG0029,Completed,85.3,4.8
PTC01676,CND0658,PRG0068,Completed,73.9,4.4
PTC01677,CND0659,PRG0179,In Progress,,3.8
PTC01678,CND0660,PRG0121,Completed,90.6,5.0
PTC01679,CND0660,PRG0048,Completed,87.8,4.0
PTC01680,CND0660,PRG0185,In Progress,,4.5
PTC01681,CND0660,PRG0183,Completed,82.7,5.0
PTC01682,CND0661,PRG0032,Completed,96.5,4.8
PTC01683,CND0661,PRG0214,Completed,80.2,4.2
PTC01684,CND0661,PRG0203,Completed,80.7,4.9
PTC01685,CND0661,PRG0080,Completed,73.2,3.7
PTC01686,CND0662,PRG0134,Completed,84.5,4.2
PTC01687,CND0662,PRG0117,Completed,74.9,4.6
PTC01688,CND0662,PRG0123,Completed,66.1,4.2
PTC01689,CND0662,PRG0029,In Progress,,5.0
PTC01690,CND0663,PRG0038,Completed,77.5,5.0
PTC01691,CND0663,PRG0040,Completed,82.5,3.8
PTC01692,CND0663,PRG0037,Completed,100.0,3.4
PTC01693,CND0663,PRG0039,In Progress,,4.2
PTC01694,CND0664,PRG0058,Completed,72.5,4.0
PTC01695,CND0664,PRG0056,Completed,71.9,4.2
PTC01696,CND0664,PRG0055,Completed,76.4,3.3
PTC01697,CND0665,PRG0068,Completed,82.7,3.2
PTC01698,CND0665,PRG0067,Dropped,,4.4
PTC01699,CND0665,PRG0066,Completed,71.5,5.0
PTC01700,CND0666,PRG0035,Completed,87.2,4.6
PTC01701,CND0666,PRG0021,Completed,78.9,4.1
PTC01702,CND0666,PRG0103,Completed,81.7,3.8
PTC01703,CND0666,PRG0019,Dropped,,4.2
PTC01704,CND0667,PRG0200,Completed,91.7,4.4
PTC01705,CND0667,PRG0199,Completed,74.3,5.0
PTC01706,CND0668,PRG0080,Completed,90.6,4.4
PTC01707,CND0668,PRG0081,Completed,85.9,3.9
PTC01708,CND0668,PRG0082,Completed,86.5,4.0
PTC01709,CND0669,PRG0104,Completed,65.8,4.0
PTC01710,CND0669,PRG0105,Completed,87.7,3.6
PTC01711,CND0671,PRG0100,Completed,77.5,3.5
PTC01712,CND0672,PRG0152,Completed,81.4,4.0
PTC01713,CND0672,PRG0153,Dropped,,4.0
PTC01714,CND0672,PRG0150,Completed,89.2,4.3
PTC01715,CND0672,PRG0151,Completed,78.7,5.0
PTC01716,CND0673,PRG0254,Completed,100.0,3.5
PTC01717,CND0674,PRG0199,In Progress,,4.5
PTC01718,CND0674,PRG0055,Dropped,,3.5
PTC01719,CND0674,PRG0106,In Progress,,4.2
PTC01720,CND0674,PRG0103,In Progress,,2.8
PTC01721,CND0674,PRG0153,Completed,79.9,3.7
PTC01722,CND0675,PRG0190,Completed,85.4,4.8
PTC01723,CND0677,PRG0175,Completed,75.2,3.8
PTC01724,CND0677,PRG0176,Completed,100.0,3.3
PTC01725,CND0677,PRG0177,Completed,100.0,4.0
PTC01726,CND0677,PRG0174,Completed,83.8,3.9
PTC01727,CND0678,PRG0213,In Progress,,3.8
PTC01728,CND0678,PRG0212,Completed,60.2,4.4
PTC01729,CND0678,PRG0214,Completed,90.5,3.4
PTC01730,CND0679,PRG0201,Completed,64.5,4.3
PTC01731,CND0679,PRG0085,Completed,65.7,2.7
PTC01732,CND0679,PRG0252,In Progress,,4.4
PTC01733,CND0679,PRG0246,In Progress,,4.3
PTC01734,CND0680,PRG0034,Completed,100.0,4.0
PTC01735,CND0681,PRG0103,In Progress,,4.4
PTC01736,CND0681,PRG0107,In Progress,,4.6
PTC01737,CND0681,PRG0106,In Progress,,5.0
PTC01738,CND0681,PRG0105,Completed,60.3,4.2
PTC01739,CND0682,PRG0153,Completed,93.9,4.9
PTC01740,CND0682,PRG0151,Completed,96.4,4.3
PTC01741,CND0683,PRG0021,In Progress,,3.7
PTC01742,CND0684,PRG0007,Completed,69.5,4.0
PTC01743,CND0684,PRG0005,Completed,82.3,4.4
PTC01744,CND0684,PRG0006,In Progress,,3.5
PTC01745,CND0685,PRG0066,Completed,94.0,5.0
PTC01746,CND0685,PRG0067,Completed,72.5,3.1
PTC01747,CND0686,PRG0136,Completed,84.9,4.4
PTC01748,CND0687,PRG0101,In Progress,,4.6
PTC01749,CND0688,PRG0244,Completed,85.6,3.5
PTC01750,CND0688,PRG0090,Completed,67.1,2.9
PTC01751,CND0688,PRG0008,In Progress,,4.6
PTC01752,CND0688,PRG0058,Completed,76.5,5.0
PTC01753,CND0689,PRG0154,Completed,72.1,4.3
PTC01754,CND0690,PRG0220,Completed,77.3,2.9
PTC01755,CND0690,PRG0222,Dropped,,3.9
PTC01756,CND0690,PRG0221,Completed,79.0,3.8
PTC01757,CND0691,PRG0204,Completed,80.4,4.3
PTC01758,CND0691,PRG0194,In Progress,,3.8
PTC01759,CND0691,PRG0016,Completed,72.7,4.4
PTC01760,CND0691,PRG0020,In Progress,,3.7
PTC01761,CND0692,PRG0154,In Progress,,3.4
PTC01762,CND0693,PRG0033,Completed,94.3,2.8
PTC01763,CND0693,PRG0144,Completed,95.9,4.6
PTC01764,CND0693,PRG0145,Dropped,,3.3
PTC01765,CND0693,PRG0246,In Progress,,3.3
PTC01766,CND0694,PRG0066,Dropped,,5.0
PTC01767,CND0694,PRG0068,In Progress,,4.6
PTC01768,CND0695,PRG0023,In Progress,,4.1
PTC01769,CND0695,PRG0223,Dropped,,4.9
PTC01770,CND0695,PRG0251,Dropped,,5.0
PTC01771,CND0696,PRG0236,Completed,82.4,4.9
PTC01772,CND0696,PRG0237,Completed,81.3,2.7
PTC01773,CND0697,PRG0127,Completed,80.5,4.8
PTC01774,CND0698,PRG0029,Dropped,,4.1
PTC01775,CND0699,PRG0022,Completed,53.0,3.2
PTC01776,CND0699,PRG0021,Completed,71.6,4.9
PTC01777,CND0699,PRG0023,Completed,84.1,4.0
PTC01778,CND0699,PRG0024,Completed,86.9,4.5
PTC01779,CND0699,PRG0020,Completed,100.0,4.3
PTC01780,CND0700,PRG0254,Completed,71.4,4.4
PTC01781,CND0700,PRG0209,In Progress,,3.7
PTC01782,CND0700,PRG0185,Completed,76.3,4.7
PTC01783,CND0700,PRG0222,Completed,89.5,3.8
PTC01784,CND0700,PRG0045,Completed,80.4,3.9
PTC01785,CND0701,PRG0085,Completed,95.6,5.0
PTC01786,CND0701,PRG0022,In Progress,,5.0
PTC01787,CND0701,PRG0176,Completed,89.1,4.0
PTC01788,CND0703,PRG0175,Completed,80.0,3.2
PTC01789,CND0703,PRG0082,Completed,67.1,4.3
PTC01790,CND0703,PRG0072,Completed,82.3,3.8
PTC01791,CND0703,PRG0106,Completed,90.1,4.5
PTC01792,CND0703,PRG0203,Completed,90.6,4.1
PTC01793,CND0704,PRG0054,Dropped,,4.6
PTC01794,CND0704,PRG0003,Dropped,,5.0
PTC01795,CND0704,PRG0131,In Progress,,4.7
PTC01796,CND0704,PRG0085,Completed,88.0,4.7
PTC01797,CND0705,PRG0084,Completed,80.9,4.0
PTC01798,CND0705,PRG0085,In Progress,,3.5
PTC01799,CND0705,PRG0083,Completed,83.4,4.4
PTC01800,CND0706,PRG0180,Completed,70.0,4.3
PTC01801,CND0706,PRG0209,Dropped,,3.6
PTC01802,CND0706,PRG0055,In Progress,,3.7
PTC01803,CND0706,PRG0116,Dropped,,5.0
PTC01804,CND0706,PRG0233,In Progress,,4.3
PTC01805,CND0707,PRG0142,Completed,99.5,4.5
PTC01806,CND0708,PRG0190,Dropped,,4.7
PTC01807,CND0709,PRG0197,In Progress,,3.6
PTC01808,CND0709,PRG0195,Completed,87.2,4.7
PTC01809,CND0710,PRG0104,In Progress,,4.3
PTC01810,CND0710,PRG0103,Completed,67.0,4.9
PTC01811,CND0711,PRG0016,Completed,79.9,4.7
PTC01812,CND0711,PRG0019,Completed,78.8,3.2
PTC01813,CND0712,PRG0037,Completed,86.8,3.7
PTC01814,CND0712,PRG0035,Completed,100.0,4.3
PTC01815,CND0712,PRG0130,Completed,80.5,4.8
PTC01816,CND0712,PRG0232,Dropped,,4.3
PTC01817,CND0712,PRG0061,Completed,86.0,5.0
PTC01818,CND0713,PRG0084,Completed,79.2,4.8
PTC01819,CND0713,PRG0085,Completed,66.9,3.0
PTC01820,CND0713,PRG0083,In Progress,,3.8
PTC01821,CND0714,PRG0203,Dropped,,4.3
PTC01822,CND0714,PRG0201,In Progress,,5.0
PTC01823,CND0715,PRG0106,Completed,90.2,4.7
PTC01824,CND0715,PRG0105,Completed,91.5,4.9
PTC01825,CND0716,PRG0227,In Progress,,5.0
PTC01826,CND0716,PRG0228,In Progress,,4.5
PTC01827,CND0717,PRG0098,Completed,95.8,4.8
PTC01828,CND0717,PRG0097,In Progress,,4.0
PTC01829,CND0718,PRG0193,In Progress,,4.7
PTC01830,CND0718,PRG0190,Completed,100.0,4.6
PTC01831,CND0718,PRG0191,Completed,72.9,4.2
PTC01832,CND0718,PRG0194,Completed,89.6,4.7
PTC01833,CND0718,PRG0192,Completed,70.7,3.5
PTC01834,CND0719,PRG0054,Dropped,,4.6
PTC01835,CND0719,PRG0057,Completed,83.4,3.7
PTC01836,CND0719,PRG0055,In Progress,,5.0
PTC01837,CND0720,PRG0250,Completed,68.6,5.0
PTC01838,CND0720,PRG0251,In Progress,,5.0
PTC01839,CND0721,PRG0185,Completed,85.2,3.4
PTC01840,CND0721,PRG0184,Completed,75.4,3.7
PTC01841,CND0722,PRG0066,Completed,81.1,4.4
PTC01842,CND0722,PRG0015,Completed,84.5,4.6
PTC01843,CND0722,PRG0228,Completed,80.8,5.0
PTC01844,CND0722,PRG0036,In Progress,,5.0
PTC01845,CND0722,PRG0258,Completed,89.1,4.3
PTC01846,CND0723,PRG0257,Completed,70.7,4.4
PTC01847,CND0723,PRG0258,Dropped,,3.7
PTC01848,CND0724,PRG0029,In Progress,,4.8
PTC01849,CND0724,PRG0028,Completed,73.3,4.8
PTC01850,CND0725,PRG0104,Completed,66.7,3.9
PTC01851,CND0725,PRG0103,Completed,73.5,4.7
PTC01852,CND0725,PRG0107,Dropped,,4.5
PTC01853,CND0726,PRG0207,Completed,69.7,4.8
PTC01854,CND0727,PRG0249,Completed,94.7,4.2
PTC01855,CND0727,PRG0128,Dropped,,5.0
PTC01856,CND0727,PRG0003,Dropped,,3.6
PTC01857,CND0728,PRG0199,Completed,90.3,4.9
PTC01858,CND0728,PRG0200,Completed,76.3,4.2
PTC01859,CND0729,PRG0244,In Progress,,4.8
PTC01860,CND0730,PRG0100,Completed,81.8,4.6
PTC01861,CND0731,PRG0208,Completed,95.3,5.0
PTC01862,CND0731,PRG0207,Completed,78.4,3.3
PTC01863,CND0732,PRG0015,Completed,74.3,3.7
PTC01864,CND0732,PRG0013,Completed,89.2,4.5
PTC01865,CND0733,PRG0082,Completed,80.4,3.6
PTC01866,CND0734,PRG0249,Completed,62.6,4.7
PTC01867,CND0734,PRG0248,Completed,68.9,3.1
PTC01868,CND0735,PRG0224,Completed,78.2,3.4
PTC01869,CND0735,PRG0217,In Progress,,4.4
PTC01870,CND0735,PRG0035,Completed,79.4,4.1
PTC01871,CND0735,PRG0034,Completed,69.9,5.0
PTC01872,CND0735,PRG0045,In Progress,,4.7
PTC01873,CND0736,PRG0071,Completed,81.4,3.8
PTC01874,CND0736,PRG0062,Completed,86.2,4.9
PTC01875,CND0736,PRG0013,Dropped,,4.2
PTC01876,CND0737,PRG0239,Dropped,,5.0
PTC01877,CND0738,PRG0192,Completed,54.9,4.1
PTC01878,CND0738,PRG0135,In Progress,,3.3
PTC01879,CND0738,PRG0245,Completed,77.2,4.0
PTC01880,CND0739,PRG0173,Completed,78.4,3.9
PTC01881,CND0740,PRG0182,Completed,71.0,5.0
PTC01882,CND0741,PRG0038,Dropped,,5.0
PTC01883,CND0741,PRG0039,Completed,81.4,3.8
PTC01884,CND0741,PRG0037,Completed,91.8,4.3
PTC01885,CND0743,PRG0209,Completed,73.1,3.2
PTC01886,CND0743,PRG0207,Dropped,,4.2
PTC01887,CND0744,PRG0005,In Progress,,3.5
PTC01888,CND0744,PRG0156,In Progress,,3.2
PTC01889,CND0744,PRG0071,In Progress,,4.2
PTC01890,CND0744,PRG0164,Completed,83.9,4.8
PTC01891,CND0745,PRG0043,Completed,84.9,4.0
PTC01892,CND0745,PRG0042,Completed,80.2,2.7
PTC01893,CND0746,PRG0052,Dropped,,3.7
PTC01894,CND0746,PRG0049,In Progress,,4.4
PTC01895,CND0746,PRG0053,Completed,79.8,3.6
PTC01896,CND0747,PRG0195,Completed,76.0,4.5
PTC01897,CND0747,PRG0196,Completed,87.4,4.6
PTC01898,CND0747,PRG0198,In Progress,,3.2
PTC01899,CND0748,PRG0157,In Progress,,4.8
PTC01900,CND0749,PRG0135,Completed,89.6,4.4
PTC01901,CND0749,PRG0209,Completed,78.1,3.5
PTC01902,CND0749,PRG0031,Completed,85.4,3.6
PTC01903,CND0749,PRG0222,Completed,84.7,4.3
PTC01904,CND0750,PRG0085,Completed,76.0,4.3
PTC01905,CND0750,PRG0084,Completed,82.7,4.8
PTC01906,CND0751,PRG0038,Completed,74.3,4.0
PTC01907,CND0751,PRG0041,In Progress,,5.0
PTC01908,CND0753,PRG0079,Completed,74.3,4.7
PTC01909,CND0754,PRG0096,In Progress,,4.1
PTC01910,CND0754,PRG0095,Completed,90.1,4.7
PTC01911,CND0754,PRG0098,Completed,72.8,4.6
PTC01912,CND0754,PRG0097,Completed,88.7,3.6
PTC01913,CND0755,PRG0044,Completed,87.1,4.5
PTC01914,CND0755,PRG0075,Completed,70.1,4.6
PTC01915,CND0755,PRG0021,Dropped,,3.6
PTC01916,CND0755,PRG0190,In Progress,,3.5
PTC01917,CND0756,PRG0056,Completed,79.8,3.3
PTC01918,CND0757,PRG0061,In Progress,,3.0
PTC01919,CND0757,PRG0060,Completed,91.8,3.7
PTC01920,CND0757,PRG0059,Completed,90.6,4.2
PTC01921,CND0758,PRG0071,Dropped,,4.2
PTC01922,CND0758,PRG0241,In Progress,,4.1
PTC01923,CND0758,PRG0173,Completed,97.5,3.7
PTC01924,CND0758,PRG0047,Completed,100.0,4.2
PTC01925,CND0759,PRG0033,In Progress,,4.8
PTC01926,CND0759,PRG0129,In Progress,,4.9
PTC01927,CND0759,PRG0138,Completed,78.6,4.3
PTC01928,CND0760,PRG0117,In Progress,,3.3
PTC01929,CND0760,PRG0161,Completed,83.8,4.1
PTC01930,CND0760,PRG0166,Completed,79.2,3.9
PTC01931,CND0761,PRG0157,Completed,77.7,5.0
PTC01932,CND0761,PRG0099,Completed,85.0,3.9
PTC01933,CND0761,PRG0172,Dropped,,4.8
PTC01934,CND0761,PRG0211,In Progress,,4.6
PTC01935,CND0761,PRG0143,In Progress,,3.2
PTC01936,CND0762,PRG0072,Dropped,,3.6
PTC01937,CND0762,PRG0152,Completed,81.9,4.0
PTC01938,CND0762,PRG0098,Completed,76.0,3.0
PTC01939,CND0763,PRG0035,In Progress,,4.7
PTC01940,CND0763,PRG0034,Completed,93.2,3.9
PTC01941,CND0764,PRG0143,Completed,88.8,4.0
PTC01942,CND0764,PRG0142,In Progress,,3.9
PTC01943,CND0764,PRG0145,In Progress,,4.4
PTC01944,CND0764,PRG0144,Completed,75.2,4.4
PTC01945,CND0765,PRG0087,Completed,83.4,5.0
PTC01946,CND0766,PRG0201,In Progress,,3.4
PTC01947,CND0766,PRG0248,Completed,79.4,3.4
PTC01948,CND0766,PRG0139,Completed,94.6,4.4
PTC01949,CND0767,PRG0081,Completed,86.4,5.0
PTC01950,CND0767,PRG0080,In Progress,,4.2
PTC01951,CND0768,PRG0112,In Progress,,3.3
PTC01952,CND0768,PRG0111,Completed,91.7,3.6
PTC01953,CND0768,PRG0108,Completed,75.3,3.9
PTC01954,CND0768,PRG0110,In Progress,,3.1
PTC01955,CND0768,PRG0109,Completed,84.6,3.7
PTC01956,CND0769,PRG0043,Completed,85.0,4.0
PTC01957,CND0769,PRG0042,Completed,87.0,4.5
PTC01958,CND0770,PRG0232,Completed,95.4,4.5
PTC01959,CND0770,PRG0231,Completed,81.0,3.1
PTC01960,CND0770,PRG0230,Completed,85.3,4.4
PTC01961,CND0771,PRG0062,Completed,75.2,4.5
PTC01962,CND0771,PRG0072,In Progress,,4.1
PTC01963,CND0771,PRG0093,In Progress,,3.5
PTC01964,CND0772,PRG0257,Completed,73.8,4.5
PTC01965,CND0772,PRG0258,Completed,73.4,3.3
PTC01966,CND0773,PRG0152,In Progress,,3.2
PTC01967,CND0773,PRG0151,Dropped,,2.8
PTC01968,CND0773,PRG0150,Completed,78.4,3.9
PTC01969,CND0774,PRG0062,Completed,80.5,4.5
PTC01970,CND0774,PRG0065,In Progress,,4.5
PTC01971,CND0775,PRG0142,Completed,89.8,3.7
PTC01972,CND0775,PRG0146,Completed,74.3,3.9
PTC01973,CND0775,PRG0221,Completed,59.5,4.4
